key,name,dataset,published_in,observed_in,latitude,longitude,date,rank,observer,license,kingdom,phylum,class,order,family,genus,species
3032044225,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.259514,-72.565951,2021-01-18T02:19:00.0,SUBSPECIES,emendela,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3032058669,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.259462,-72.566258,2021-01-02T08:37:00.0,SUBSPECIES,abbycolihan,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3032083653,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.337865,-64.428168,2021-01-22T11:00:00.0,SPECIES,kernowsquirrel,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3032119934,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.195386,-76.430648,2021-01-16T13:08:09.0,SPECIES,Laura Staley,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3032138481,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.419028,-79.707406,2021-01-22T14:18:00.0,SPECIES,Natalie,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3032140330,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.153214,-76.378535,2021-01-20T16:00:34.0,SPECIES,Laura Staley,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3032163040,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.472204,-77.314103,2021-01-28T11:22:00.0,SPECIES,Joe Bartok,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039115165,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-05T22:26:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039119111,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-03T05:59:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039135161,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-04T22:56:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039140119,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.484,-73.185,2021-01-16T00:53:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039144159,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-01T06:20:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039161177,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-02T20:32:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039173124,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-02T00:11:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039190798,Vulpes vulpes,iNaturalist research-grade observations,US,CA,48.304344,-71.155193,2021-01-09T11:18:50.0,SPECIES,Thomas Laforest,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039201050,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.228693,-76.194835,2021-01-30T15:53:00.0,SPECIES,Laura Staley,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039208127,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-04T16:54:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039243184,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-05T23:42:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039244142,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-09T17:47:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039249083,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-14T00:05:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039250177,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-11T10:18:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039251162,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-10T03:49:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039254202,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-12T23:48:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039255163,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-13T01:54:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039256002,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.492191,-78.094168,2021-01-27T13:49:16.0,SPECIES,mattvandervelden,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039262126,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-13T00:44:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039262915,Vulpes vulpes,iNaturalist research-grade observations,US,CA,47.657089,-65.67048,2021-01-30T12:42:09.0,SPECIES,janellemclaughlin,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039264174,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-14T00:36:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039266173,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-11T02:17:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039267145,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-12T23:46:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039293797,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.490477,-73.232372,2021-01-31T17:56:00.0,SPECIES,brodgers95,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039301136,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.483898,-73.186194,2021-01-17T23:26:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039302145,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-13T05:46:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039303205,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-14T21:48:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039306117,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-13T05:06:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039362113,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-18T00:48:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039366137,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.485,-73.187,2021-01-04T23:56:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039366175,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-15T23:41:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039370164,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-17T19:53:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039382126,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.485,-73.187,2021-01-13T01:06:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039382164,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.491287,-73.202274,2021-01-19T23:31:00.0,SPECIES,Lina Swislocki,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044801699,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.496583,-73.229603,2021-01-05T03:12:00.0,SPECIES,brodgers95,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3090880764,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.297138,-78.314398,2021-01-10T12:53:00.0,SPECIES,ColinDJones,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3108994448,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.01,-74.18,2021-01-18T04:12:00.0,SPECIES,erikai,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3108999432,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.01,-74.18,2021-01-06T01:24:00.0,SPECIES,erikai,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3109006453,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.01,-74.18,2021-01-07T02:39:00.0,SPECIES,erikai,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3109017427,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.01,-74.18,2021-01-06T19:56:00.0,SPECIES,erikai,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3109093454,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.01,-74.18,2021-01-10T02:19:00.0,SPECIES,erikai,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3302113529,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.341004,-72.461204,2021-01-26T03:13:00.0,SPECIES,Erika Mitchell,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3302390861,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.341004,-72.461204,2021-01-15T06:21:00.0,SPECIES,Erika Mitchell,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3302454246,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.340942,-72.461168,2021-01-27T07:44:00.0,SPECIES,Erika Mitchell,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039219559,Vulpes vulpes,iNaturalist research-grade observations,US,CA,46.389245,-64.618661,2021-02-05T09:01:00.0,SPECIES,Stuart Tingley,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039306311,Vulpes vulpes,iNaturalist research-grade observations,US,CA,46.204397,-60.253718,2021-02-01T11:16:00.0,SPECIES,David McCorquodale,http://creativecommons.org/licenses/by/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039320964,Vulpes vulpes,iNaturalist research-grade observations,US,CA,47.845447,-65.752117,2021-02-10T09:37:06.0,SPECIES,monaccnb,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039340720,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.518347,-75.343902,2021-02-03T00:00:00.0,SPECIES,kevinwallace,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039414065,Vulpes vulpes,iNaturalist research-grade observations,US,CA,47.845409,-65.752562,2021-02-10T11:47:28.0,SPECIES,monaccnb,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039419492,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.888692,-59.982925,2021-02-01T09:02:00.0,SPECIES,kristyanne,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039425466,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.519395,-75.317099,2021-02-04T10:20:00.0,SPECIES,chanelll5,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039443732,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.518292,-75.343537,2021-02-01T00:00:00.0,SPECIES,kevinwallace,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039458856,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.490313,-73.232229,2021-02-01T15:41:00.0,SPECIES,brodgers95,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039461752,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.572949,-73.570686,2021-02-07T11:36:00.0,SPECIES,Keri Charles,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039462444,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.204055,-68.710536,2021-02-03T21:32:00.0,SPECIES,Michael,http://creativecommons.org/licenses/by/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3039487519,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.885412,-59.982105,2021-02-01T09:05:00.0,SPECIES,kristyanne,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044686323,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.518221,-75.34373,2021-02-11T00:00:00.0,SPECIES,kevinwallace,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044689631,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.56128,-73.564247,2021-02-19T07:59:11.0,SPECIES,Justin,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044694795,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.41259,-72.683647,2021-02-21T05:20:00.0,SPECIES,Rebecca Williams,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044737153,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.404765,-79.592077,2021-02-18T16:14:45.0,SPECIES,greenhousebloom,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044762897,Vulpes vulpes,iNaturalist research-grade observations,US,CA,46.34444,-63.7059,2021-02-10T16:45:39.0,SPECIES,leksy-w,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044797489,Vulpes vulpes,iNaturalist research-grade observations,US,CA,44.752851,-75.450553,2021-02-15T09:53:51.0,SPECIES,heidialbers,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044830292,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.252793,-75.95068,2021-02-15T09:08:00.0,SPECIES,David Brandow,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044874357,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.331201,-72.42002,2021-02-13T09:28:00.0,SPECIES,J. Bradley Materick,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044924834,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.52624,-73.392431,2021-02-08T11:27:00.0,SPECIES,Wendy Conn,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3044932695,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.86025,-73.152637,2021-02-20T10:38:00.0,SPECIES,Kyle Tansley,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3058713776,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.572949,-73.570686,2021-02-07T11:36:00.0,SPECIES,Keri Charles,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3058734068,Vulpes vulpes,iNaturalist research-grade observations,US,US,44.490039,-73.23201,2021-02-28T19:43:00.0,SPECIES,brodgers95,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3058805012,Vulpes vulpes,iNaturalist research-grade observations,US,CA,45.322819,-79.099433,2021-02-26T12:02:46.0,SPECIES,nature_with_krista,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
3058829481,Vulpes vulpes,iNaturalist research-grade observations,US,CA,48.283611,-78.898348,2021-02-28T10:39:00.0,SPECIES,Jonathan Gagnon,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes vulpes
